店铺名称,价格,评价星级,口味,环境,服务,评论数,评论标签,图片评论数,好评数,中评数,差评数,店铺地址
七欣天品蟹轩(苏州渭塘店),131.0,4.5,8.7,8.4,8.5,646.0,"味道赞(197),回头客(39),上菜快(6),停车方便(5),海鲜棒(4),到店自提(6),朋友聚餐(3),请客(3)",128.0,558.0,56.0,32.0,地址:渭塘珍湖路168
北京东来顺火锅(平江万达店),118.0,4.0,8.2,8.3,8.3,326.0,"菜品健康(26),上菜快(15),回头客(7),不用排队(5),停车方便(3),朋友聚餐(7),到店自提(6),家庭聚餐(4),闺蜜聚会(3),店内消毒(1)",275.0,243.0,70.0,13.0,地址:人路3188号江万达场A座4
贤合庄卤味火锅(曼巴特店),0.0,3.5,7.6,7.6,7.6,25.0,"性价比高(4),环境很好(3),",16.0,21.0,2.0,1.0,地址:曼巴特购物广88号6
西大园苏式铜炉火锅(园区店),97.0,4.0,8.2,8.2,8.2,148.0,"服务热情(34),味道赞(29),菜品健康(18),牛肉赞(11),海鲜棒(4),停车方便(3),交通便利(3),复古(3),店内消毒(1)",112.0,117.0,21.0,10.0,地址:州业区兆家巷邻里中
重庆德庄火锅(万达店),115.0,4.5,8.8,8.9,9.0,5358.0,"菜品健康(269),回头客(222),上菜快(139),不用排队(10),停车方便(6),到店自提(5),店内消毒(1),朋友聚餐(18),闺蜜聚会(7),深夜食堂(5)",531.0,4512.0,623.0,223.0,地址:上海路万达场金2-002            (优衣库3出口)
晓宇火锅平江新城店(平江新城店),92.0,4.5,8.9,8.8,8.8,1786.0,"菜品健康(133),回头客(36),停车方便(27),上菜快(25),不用排队(24),朋友聚餐(14),请客(12),闺蜜聚会(5),店内消毒(2),到店自提(1)",635.0,1485.0,174.0,127.0,地址:人3333号            (华豪国际二楼)
杜记客家猪肚鸡,89.0,4.5,8.7,8.1,8.1,424.0,"回头客(24),不用排队(4),上菜快(4),朋友聚餐(8),到店自提(4),闺蜜聚会(4),现做现卖(4),公司聚餐(4),深夜食堂(3),店内消毒(1)",216.0,346.0,42.0,36.0,地址:何路时代2号
鱼芭蕾水煮活鱼(吴中万达店),79.0,4.5,8.9,8.9,8.8,707.0,"菜品健康(58),海鲜棒(46),回头客(25),不用排队(7),到店自提(8),朋友聚餐(8),家庭聚餐(6),闺蜜聚会(4),请客(3)",517.0,619.0,63.0,25.0,地址:湖万达广场4楼
辣三多宽窄巷子成都串串香(新苏州乐园店),55.0,4.5,8.9,8.8,8.9,183.0,"味道赞(67),服务热情(55),菜品健康(28),环境很好(25),回头客(9),肉类好(9),上菜快(6),分量足(6),不用排队(3),到店自提(3)",138.0,172.0,9.0,2.0,地址:旺家街9遇见美好荟商场一L110C            (象与峰叉口)
蛙小二·牛蛙(吴江店),105.0,4.5,8.8,8.7,8.8,60.0,"味道赞(11),服务热情(11),菜品健康(7),停车方便(6),肉类好(6),回头客(5),价格实惠(3),性价比高(3),干净整洁(3),弄堂小店(5)",54.0,59.0,1.0,0.0,地址:笠泽991幢134、135商铺
韩屋韩国料理(凤凰书城店),45.0,4.5,8.5,8.5,8.6,2113.0,"回头客(79),主食赞(68),上菜快(38),海鲜棒(25),不用排队(7),工作餐(38),到店自提(23),朋友聚餐(13),闺蜜聚会(7),现做现卖(3)",497.0,1817.0,204.0,92.0,地址:州道158号凰书城B1B106号            (近星广场)
亲亲嘴天目湖有机鱼头美蛙鱼头(相城新尚商业广场店),85.0,4.5,8.8,8.5,8.8,688.0,"肉类好(104),回头客(33),海鲜棒(28),停车方便(9),上菜快(9),朋友聚餐(10),深夜食堂(5),到店自提(4),现做现卖(3),请客(3)",155.0,587.0,68.0,33.0,地址:新尚场A座123
蟹蟹蛙,62.0,4.5,8.4,8.3,8.4,315.0,"味道赞(104),服务热情(67),菜品精致(52),性价比高(50),环境很好(48),分量足(45),价格实惠(44),上菜快(27),回头客(21),到店自提(2)",107.0,280.0,27.0,8.0,地址:黎里镇沪大249号
百岁鱼(木渎店),61.0,4.0,8.4,7.8,7.7,1026.0,"肉类好(97),菜品精致(59),回头客(55),海鲜棒(24),到店自提(11),朋友聚餐(10),现做现卖(5),请客(5),闺蜜聚会(4)",275.0,848.0,92.0,58.0,地址:木渎苑1-1号            (山口)
鹤之舞日式小火锅(弘基财富广场二店),120.0,4.5,8.6,8.6,8.6,717.0,"味道赞(109),菜品健康(102),上菜快(82),回头客(70),牛肉赞(66),海鲜棒(3),朋友聚餐(15),工作餐(6),公司聚餐(4)",157.0,650.0,42.0,25.0,地址:前东路8884楼
古乐牛香牛杂火锅(浒关大润发店),61.0,4.0,8.2,8.1,7.6,155.0,"性价比高(50),菜品精致(38),味道赞(31),分量足(24),牛肉赞(15),回头客(11),不用排队(6),上菜快(4),到店自提(7),朋友聚餐(3)",102.0,119.0,26.0,10.0,地址:301大润发后面百益德酒店
九品焖锅世家(永旺梦乐城吴中店),84.0,4.0,8.3,8.5,8.7,970.0,"菜品健康(111),上菜快(23),回头客(19),不用排队(13),停车方便(9),朋友聚餐(13),现做现卖(11),到店自提(10),闺蜜聚会(6),店内消毒(2)",523.0,796.0,116.0,58.0,地址:越溪震桃188旺梦乐城1
大恭喜花胶鸡海鲜火锅(沙洲中路店),117.0,4.0,8.1,8.1,8.1,96.0,"服务热情(31),环境很好(22),菜品健康(21),味道赞(17),性价比高(15),价格实惠(10),上菜快(9),回头客(8),牛肉赞(3),有包厢(4)",51.0,80.0,11.0,5.0,地址:沙洲261楼            (梁丰食品舰店侧)
姥家大灶台(吴中SM店),67.0,4.5,8.7,8.4,8.8,246.0,"菜品精致(40),肉类好(36),停车方便(6),回头客(4),现做现卖(21),朋友聚餐(7),有包厢(4),到店自提(3),闺蜜聚会(3)",189.0,220.0,21.0,5.0,地址:吴中溪越湖1109SM广
贵州黄牛肉馆,70.0,4.0,8.4,7.1,7.5,167.0,"味道赞(59),牛肉赞(39),菜品精致(13),停车方便(11),分量足(6),主食赞(5),上菜快(4),不用排队(3),到店自提(13),弄堂小店(9)",100.0,142.0,22.0,3.0,地址:挺河三电子有限司斜对面
七欣天品蟹轩(张家港大成广场店),125.0,4.5,9.0,8.5,8.5,3079.0,"回头客(246),停车方便(34),不用排队(14),到店自提(23),店内消毒(3),朋友聚餐(12),家庭聚餐(9),闺蜜聚会(8),深夜食堂(7)",377.0,2460.0,465.0,153.0,地址:长200            (大广1)
三外公·农家地锅鸡(学士街店),56.0,4.5,8.5,8.4,8.7,206.0,"菜品精致(55),分量足(26),上菜快(10),牛肉赞(10),高大上(3),主食赞(3),交通便利(3),到店自提(11),店内消毒(6),朋友聚餐(4)",180.0,175.0,26.0,5.0,地址:士街469
牛道·牛肉牛杂火锅,68.0,4.5,8.3,8.4,8.4,224.0,"菜品精致(78),味道赞(73),商圈附近(57),性价比高(53),牛肉赞(29),分量足(25),上菜快(8),回头客(6),不用排队(3),到店自提(4)",127.0,197.0,22.0,5.0,地址:石湖西万达广街210-229
钢管厂五区小郡肝串串香(观前街店),97.0,4.0,8.2,8.2,8.1,1240.0,"菜品健康(109),回头客(33),不用排队(15),撸串圣地(15),上菜快(11),发发呆(8),朋友聚餐(30),闺蜜聚会(15),到店自提(1),店内消毒(1)",819.0,915.0,189.0,136.0,地址:观邵磨针巷118号            (民商侧)
绣园苏式火锅(中天湖畔广场店),106.0,4.0,7.9,7.9,8.0,25.0,"服务热情(11),味道赞(6),菜品精致(5),环境很好(5),",22.0,24.0,1.0,0.0,地址:星中天湖畔1楼102室（地铁线烟雨桥站1口步行50米）
火焰山精品烤肉➕火锅,50.0,4.0,8.3,8.2,8.1,85.0,"服务热情(28),味道赞(21),性价比高(18),价格实惠(17),菜品精致(9),环境很好(8),分量足(7),牛肉赞(3),午餐(6)",66.0,76.0,5.0,3.0,地址:津桥1460
呷哺呷哺(苏州绿宝),78.0,4.0,8.5,9.0,8.6,208.0,"菜品健康(23),高大上(14),回头客(8),停车方便(5),上菜快(5),不用排队(3),发发呆(3),海鲜棒(3),到店自提(2),店内消毒(2)",141.0,161.0,25.0,22.0,地址:苏436La-PiazzaL1-1铺位
辣三多宽窄巷子成都串串香(浒关店),59.0,4.0,8.4,8.4,8.6,138.0,"味道赞(46),肉类好(20),菜品精致(9),不用排队(5),停车方便(5),回头客(5),撸串圣地(4),到店自提(4),朋友聚餐(3)",113.0,118.0,18.0,2.0,地址:浒关镇桑园路浅佰活超尽左边
深巷子·辣宴牛蛙火锅(观前店),86.0,4.5,8.8,8.6,9.0,231.0,"菜品精致(29),牛肉赞(9),回头客(7),交通便利(5),停车方便(4),到店自提(11),弄堂小店(7),深夜食堂(3),朋友聚餐(3)",168.0,221.0,8.0,2.0,地址:3-5
川西部落•成都老火锅(绿宝店),102.0,4.5,8.7,8.8,8.7,642.0,"菜品健康(103),回头客(20),停车方便(10),不用排队(6),发发呆(3),朋友聚餐(12),闺蜜聚会(7),到店自提(5),家庭聚餐(5)",476.0,561.0,50.0,31.0,地址:江路绿宝广场二期7幢115
青青河边草·小小河边鱼(万达金街店),75.0,4.5,8.6,8.6,8.6,1331.0,"味道赞(267),分量足(100),回头客(73),肉类好(73),上菜快(71),菜品精致(62),海鲜棒(27),不用排队(4),到店自提(5),店内消毒(11)",209.0,1174.0,114.0,43.0,地址:上万达1-060
咕叽咕叽回转自助小火锅,44.0,4.0,8.1,8.3,8.4,467.0,"菜品健康(53),点心好(14),交通便利(10),上菜快(8),不用排队(5),回头客(5),发发呆(4),朋友聚餐(12),工作餐(3)",257.0,359.0,80.0,27.0,地址:路4555号繁负            (好人民间隔壁)
川西部落•自选火锅(九方店),104.0,4.5,8.7,9.0,8.7,2743.0,"菜品健康(108),回头客(94),不用排队(7),停车方便(4),到店自提(3),店内消毒(1),朋友聚餐(18),闺蜜聚会(4),家庭聚餐(3)",415.0,2158.0,343.0,242.0,地址:九方5            (萧与紫竹口)
四川香天下火锅(文星广场店),90.0,4.0,8.3,8.3,8.2,1235.0,"菜品健康(72),回头客(39),不用排队(18),停车方便(16),朋友聚餐(21),到店自提(11),公司聚餐(8),闺蜜聚会(7),店内消毒(2)",755.0,970.0,170.0,94.0,地址:独墅湖科教创新区星商A2座
和福顺膳食焖锅(常熟永旺店),71.0,4.0,8.0,8.0,8.0,479.0,"菜品健康(47),肉类好(42),上菜快(18),不用排队(7),回头客(5),主食赞(5),海鲜棒(4),到店自提(6),店内消毒(1),朋友聚餐(4)",223.0,403.0,48.0,28.0,地址:熟高技术开发大道168旺梦餐饮2楼260
签香源·钢管厂小郡肝火锅串串香(鹿城路店),52.0,4.5,8.7,8.7,8.8,83.0,"服务热情(33),味道赞(28),性价比高(24),价格实惠(19),环境很好(18),菜品健康(13),干净整洁(10),牛肉赞(7),上菜快(6),回头客(5),",32.0,80.0,3.0,0.0,地址:鹿城802号
四道汤煲汤火锅(常熟万达店),100.0,4.5,8.4,8.5,8.5,635.0,"菜品健康(105),海鲜棒(36),牛肉赞(31),回头客(22),上菜快(19),不用排队(4),发发呆(4),到店自提(8),朋友聚餐(10),闺蜜聚会(4)",462.0,564.0,43.0,28.0,地址:珠路8号熟万达场4
马路边边串串香火锅,71.0,4.0,8.0,7.9,7.9,388.0,"味道赞(76),性价比高(42),价格实惠(32),菜品健康(27),牛肉赞(25),回头客(6),到店自提(4),复古(22),朋友聚餐(8)",133.0,309.0,43.0,36.0,地址:阳弄61（原洲小学旁）
小郡肝串串火锅(平江万达店),78.0,4.0,8.6,8.8,8.6,343.0,"牛肉赞(33),菜品健康(27),上菜快(11),撸串圣地(6),不用排队(5),回头客(5),海鲜棒(4),朋友聚餐(12),文艺清新(6),到店自提(2)",251.0,277.0,46.0,19.0,地址:民3188万达A座5
九鼎轩脆毛肚火锅(汇金中心店),92.0,5.0,9.1,9.1,9.1,568.0,"回头客(43),上菜快(37),牛肉赞(9),停车方便(7),海鲜棒(5),店内消毒(1),朋友聚餐(6),家庭聚餐(6),闺蜜聚会(6),请客(4)",148.0,522.0,35.0,11.0,地址:人民东路汇金3号210-1            (肯德基穿梭餐厅后面楼)
蜀香龍门火锅(旗舰店),109.0,4.5,9.0,9.0,8.8,469.0,"菜品健康(45),回头客(21),上菜快(12),海鲜棒(8),不用排队(5),高大上(5),朋友聚餐(6),到店自提(5),闺蜜聚会(3)",303.0,401.0,32.0,36.0,地址:娄葑葑266号            (东和葑街叉口东行40米南)
尚品港式火锅(世茂店),115.0,4.5,8.9,8.8,8.7,558.0,"菜品健康(103),回头客(32),海鲜棒(11),牛肉赞(11),到店自提(4),店内消毒(2),朋友聚餐(7),深夜食堂(5),闺蜜聚会(3)",156.0,495.0,45.0,18.0,地址:泰路51楼            (近欧尚)
老爷锅(万达广场店),63.0,4.5,8.4,8.5,8.5,282.0,"菜品精致(22),饮品赞(15),上菜快(13),肉类好(12),回头客(11),海鲜棒(4),不用排队(3),到店自提(3),朋友聚餐(4),闺蜜聚会(4)",137.0,247.0,22.0,13.0,地址:昆万达广3
太公有余,93.0,4.5,8.8,8.5,8.8,69.0,"味道赞(18),服务热情(18),肉类好(15),性价比高(11),菜品健康(10),海鲜棒(9),价格实惠(6),不用排队(3),停车方便(3),午餐(7)",58.0,64.0,4.0,1.0,地址:庆216
七欣天品蟹轩(常熟方塔街店),125.0,4.5,8.8,8.6,8.6,3219.0,"回头客(218),上菜快(103),菜品健康(89),海鲜棒(13),不用排队(9),到店自提(19),朋友聚餐(18),家庭聚餐(7),深夜食堂(3)",307.0,2596.0,394.0,222.0,地址:虞镇方塔塔弄2号
万盛龙虾(万盛酒店),80.0,4.0,8.1,7.7,7.9,342.0,"海鲜棒(38),菜品精致(25),回头客(11),深夜食堂(12),到店自提(10),现做现卖(3),弄堂小店(3),请客(3)",129.0,240.0,56.0,36.0,地址:吴中路28号            (近东吴)
友记跷脚牛肉(繁花中心),55.0,4.0,8.5,8.6,8.7,67.0,"服务热情(19),味道赞(17),牛肉赞(10),菜品健康(8),价格实惠(8),性价比高(7),商圈附近(5),环境很好(4),午餐(6),到店自提(4)",48.0,58.0,7.0,2.0,地址:人路4555号繁花负
花串串(学士街店),51.0,4.5,8.8,8.1,8.8,1503.0,"回头客(51),上菜快(17),不用排队(12),撸串圣地(10),深夜食堂(24),朋友聚餐(24),到店自提(9),闺蜜聚会(6),弄堂小店(3),工作餐(3)",331.0,1251.0,183.0,69.0,地址:士392            (养育巷3出口)
牛和记潮汕牛肉鲜火锅(樾河路),92.0,4.5,8.8,8.7,8.8,381.0,"牛肉赞(55),菜品精致(50),分量足(36),上菜快(29),回头客(13),高大上(3),到店自提(7),朋友聚餐(8),开放厨房(3),弄堂小店(3)",272.0,353.0,17.0,11.0,地址:樾河路189号
古乐牛香牛杂火锅(曼哈顿店),66.0,4.0,8.4,7.7,7.6,170.0,"性价比高(60),价格实惠(39),味道赞(37),菜品精致(33),牛肉赞(22),回头客(12),朋友聚餐(7),到店自提(6)",108.0,127.0,34.0,9.0,地址:唯路5
大渝火锅(常熟印象城店),134.0,4.0,8.5,8.3,8.0,3111.0,"菜品健康(196),回头客(119),上菜快(89),不用排队(11),到店自提(6),店内消毒(2),朋友聚餐(20),闺蜜聚会(7),深夜食堂(4),家庭聚餐(3)",576.0,2664.0,241.0,206.0,地址:枫泾路印象城一东入口            (澜对面)
樽廷美蛙鱼头,117.0,4.5,8.7,8.6,8.5,343.0,"味道赞(78),服务热情(33),回头客(19),牛肉赞(15),海鲜棒(5),停车方便(4),到店自提(4),复古(5)",120.0,297.0,26.0,20.0,地址:李闸205            (李桥菜)
牛和记(昆城店),104.0,4.0,8.2,8.2,8.2,324.0,"味道赞(69),牛肉赞(54),菜品健康(37),上菜快(18),不用排队(3),停车方便(3),到店自提(1),店内消毒(1),家庭聚餐(3)",207.0,271.0,29.0,24.0,地址:发区人南11283407室
那都不是锅港式打边炉(邻瑞店),107.0,4.5,8.8,8.9,9.0,1832.0,"菜品健康(185),停车方便(56),不用排队(36),回头客(13),朋友聚餐(39),到店自提(35),现做现卖(23),闺蜜聚会(14),下午茶(4)",1663.0,1638.0,145.0,49.0,地址:88号邻瑞广场            (西场喜来稀肉隔壁)
老天桥蛙炉火锅(吴江店),112.0,4.0,8.2,8.1,8.1,293.0,"味道赞(61),肉类好(22),不用排队(15),菜品精致(12),回头客(9),海鲜棒(4),朋友聚餐(6),闺蜜聚会(5)",215.0,250.0,28.0,15.0,地址:鲈乡南2428号明斜对面
叉图牛排火锅(石路店),72.0,4.0,8.2,8.1,8.5,79.0,"服务热情(30),味道赞(22),牛肉赞(16),性价比高(12),菜品精致(10),分量足(5),交通便利(4),发发呆(3),弄堂小店(11),店内消毒(6)",70.0,64.0,9.0,6.0,地址:姑区广南路3楼            (太阳对面花阅茶)
原始煮意•地锅鸡(吴中万达直营店),68.0,3.5,7.6,7.9,7.5,58.0,"服务热情(19),味道赞(18),商圈附近(18),菜品精致(14),环境很好(7),分量足(5),性价比高(5),价格实惠(4),上菜快(3),到店自提(8)",46.0,50.0,7.0,1.0,地址:湖路万达4
呷哺呷哺(双湖店),72.0,4.0,8.7,8.9,8.6,271.0,"味道赞(63),菜品精致(39),饮品赞(18),分量足(16),回头客(9),高大上(9),海鲜棒(3),朋友聚餐(6),到店自提(4)",183.0,229.0,30.0,12.0,地址:企鸿181幢155室双场项目第一层第111铺位
匠·边鱼(花桥店),64.0,4.5,8.6,8.6,8.6,130.0,"味道赞(53),菜品不错(24),价格实惠(14),海鲜棒(8),回头客(7),主食赞(6),分量足(6),到店自提(2),店内消毒(8),朋友聚餐(4)",60.0,116.0,10.0,4.0,地址:桥镇绿地2552楼15室
沪小二炭火蛙锅(昆山万象汇店),92.0,4.0,7.9,8.0,7.9,195.0,"菜品精致(30),肉类好(17),分量足(13),回头客(7),不用排队(5),发发呆(3),到店自提(2),朋友聚餐(4),闺蜜聚会(3)",129.0,156.0,30.0,9.0,地址:进西路1266号万象汇4L422
七欣天品蟹轩(昆山九方城店),125.0,4.5,8.7,8.6,8.5,1133.0,"菜品不错(90),回头客(71),肉类好(50),上菜快(48),海鲜棒(10),停车方便(7),到店自提(6),朋友聚餐(9),现做现卖(6)",280.0,991.0,81.0,61.0,地址:玉山镇九方商街3幢3
小肥羊(万科美好广场店),94.0,4.0,8.6,8.8,8.6,674.0,"菜品健康(58),回头客(24),上菜快(16),不用排队(8),停车方便(3),朋友聚餐(22),工作餐(13),请客(7),闺蜜聚会(6),到店自提(2)",427.0,563.0,59.0,52.0,地址:道229号万科美好场二
海底捞火锅(观前街店),134.0,4.0,8.0,8.0,8.1,27.0,"服务热情(15),环境很好(5),回头客(4),菜品健康(3),到店自提(2),店内消毒(1)",22.0,24.0,3.0,0.0,地址:观街41弄韩国购物4
腩潮鲜牛腩火锅(花桥鑫隆广场店),84.0,4.5,8.5,8.4,8.5,298.0,"服务热情(113),味道赞(91),菜品健康(59),分量足(33),回头客(11),牛肉赞(7),上菜快(5),海鲜棒(3),到店自提(2),朋友聚餐(4)",127.0,275.0,13.0,10.0,地址:花溪168建行旁边往西10米
小胖串串,72.0,4.5,8.8,8.7,8.8,294.0,"服务热情(134),味道赞(107),价格实惠(32),回头客(16),菜品健康(12),分量足(8),上菜快(7),到店自提(3),朋友聚餐(4)",72.0,264.0,25.0,5.0,地址:向东3号            (平与阳叉口东100米)
蜀大侠火锅(环球港店),100.0,4.5,8.6,9.0,8.5,589.0,"菜品健康(69),牛肉赞(60),上菜快(21),停车方便(20),不用排队(19),回头客(13),有表演(5),朋友聚餐(14),到店自提(5),有宝宝椅(3)",442.0,518.0,46.0,25.0,地址:相环球港
九鼎轩脆毛肚火锅(商业街店),98.0,4.5,8.8,8.8,8.8,710.0,"停车方便(69),回头客(63),牛肉赞(60),菜品健康(45),上菜快(9),海鲜棒(8),店内消毒(2),朋友聚餐(5),闺蜜聚会(5),公司聚餐(3)",220.0,651.0,30.0,28.0,地址:杨舍港大道暨湖商业街4幢1102室            (鼎鲜对面)
七欣天品蟹轩(昆山震川西路店),125.0,4.5,8.7,8.5,8.4,4657.0,"回头客(260),上菜快(59),不用排队(19),海鲜棒(8),到店自提(27),朋友聚餐(20),家庭聚餐(9),深夜食堂(7),现做现卖(4),请客(3)",381.0,3984.0,459.0,214.0,地址:震川西153号
南半球牛排海鲜烤肉火锅自助餐厅,63.0,4.0,8.3,8.1,8.4,8189.0,"回头客(344),不用排队(52),上菜快(42),海鲜棒(29),朋友聚餐(79),家庭聚餐(9),闺蜜聚会(5),公司聚餐(3)",709.0,5814.0,1444.0,931.0,地址:虞镇方塔东街2致青活广4F            (距离心献血屋10米左右)
川香汇九宫格火锅,100.0,4.5,8.7,8.6,8.6,250.0,"菜品健康(22),牛肉赞(9),回头客(8),交通便利(8),停车方便(7),不用排队(4),上菜快(4),海鲜棒(3),朋友聚餐(9),到店自提(2)",160.0,235.0,13.0,2.0,地址:石湖东路100号誉生活1幢
神筋牛筋米捞(活力岛店),75.0,4.0,8.5,8.3,8.7,67.0,"服务热情(35),味道赞(19),菜品健康(15),性价比高(11),价格实惠(10),环境很好(7),交通便利(6),回头客(4),牛肉赞(4),家庭聚餐(3)",56.0,62.0,4.0,1.0,地址:聚街水韵花都美好荟3305号
雪的小馆私房菜(雅戈尔店),0.0,3.5,7.6,7.6,7.6,13.0,"环境很好(4),味道赞(3),服务热情(3),空间大(3)",11.0,13.0,0.0,0.0,地址:沈浒535雅戈雷迪森广20幢101
虞小爱干焖锅(常熟永旺店),90.0,4.0,7.7,7.8,7.8,659.0,"菜品精致(57),肉类好(25),回头客(20),不用排队(4),发发呆(4),到店自提(9),朋友聚餐(8),闺蜜聚会(5),现做现卖(4)",267.0,547.0,73.0,39.0,地址:高新技术发东道168号旺梦城2246
重庆猪圈火锅(绿宝店),100.0,4.5,8.6,8.6,8.5,1513.0,"上菜快(33),回头客(32),有萌宠(26),不用排队(24),停车方便(15),朋友聚餐(32),到店自提(9),请客(9),闺蜜聚会(8),家庭聚餐(5)",866.0,1254.0,173.0,86.0,地址:长江路436绿宝期9栋117室
皇城根儿涮羊肉坊(同丰路店),124.0,4.5,8.6,8.4,8.2,1778.0,"回头客(82),菜品精致(73),上菜快(34),海鲜棒(10),冬天吃过瘾(5),不用排队(4),到店自提(6),朋友聚餐(8),家庭聚餐(3),请客(3)",250.0,1509.0,205.0,64.0,地址:开发金色商铺2楼8室
